2022-01-29	30.2	30.2	30.2	28.4	26.6	24.8	24.8	23	23	23	24.8	24.8	26.6	26.6	26.6	26.6	26.6	24.8	24.8	23	24.8	24.8	23	23
2022-01-30	21.2	21.2	19.4	19.4	17.6	17.6	15.8	17.6	19.4	23	26.6	26.6	28.4	28.4	30.2	28.4	28.4	28.4	28.4	30.2	28.4	28.4	28.4	28.4
2022-01-31	28.4	28.4	26.6	24.8	24.8	24.62	26.6	26.6	28.4	28.4	30.2	30.2	30.2	33.8	33.8	33.8	33.8	32	32	30.2	28.4	30.2	30.2	28.4
